domain	r_domain
neatorama.com	com.neatorama
daychiropractic.com	com.daychiropractic
mindblowingpage.com	com.mindblowingpage
bestotccreams.com	com.bestotccreams
rm-market.ru	ru.rm-market
futuro-usa.com	com.futuro-usa
tovasibony.com.au	au.com.tovasibony
iabdm.org	org.iabdm
anteriorhip.net.au	au.net.anteriorhip
currentpediatricreviews.com	com.currentpediatricreviews
absoluteessential.com	com.absoluteessential
sole2soulyoga.co.za	za.co.sole2soulyoga
teapause.com	com.teapause
mumsgrapevine.com.au	au.com.mumsgrapevine
jyi.org	org.jyi
liveincarehub.co.uk	uk.co.liveincarehub
essingtonpodiatry.com	com.essingtonpodiatry
drseb.com	com.drseb
bradychiropracticplano.com	com.bradychiropracticplano
medicinesjournal.com	com.medicinesjournal
northshorecaringdocs.net	net.northshorecaringdocs
healthdigest.org	org.healthdigest
rx2go.com	com.rx2go
healthgoesup.com	com.healthgoesup
northwestresponse.com	com.northwestresponse
sisu.com	com.sisu
thearomatherapist.com	com.thearomatherapist
mnwelldir.org	org.mnwelldir
thesaltyshrimper.com	com.thesaltyshrimper
nightowlinflux.com	com.nightowlinflux
drmichaelmollura.com	com.drmichaelmollura
sciencebuzz.org	org.sciencebuzz
darebee.com	com.darebee
vitadentalspring.com	com.vitadentalspring
snyderdailynews.com	com.snyderdailynews
miamiherald.com	com.miamiherald
drmanjunathivf.com	com.drmanjunathivf
proceive.ie	ie.proceive
charmcityswing.com	com.charmcityswing
girlversusfood.com	com.girlversusfood
eessenceadventure.com	com.eessenceadventure
littlemartinsdrawer.com	com.littlemartinsdrawer
knownhomeremedies.com	com.knownhomeremedies
drhughhatfield.com	com.drhughhatfield
more.com	com.more
ziramindandbody.com	com.ziramindandbody
drabblecast.org	org.drabblecast
healthylombard.com	com.healthylombard
babshogan.com	com.babshogan
runultra.co.uk	uk.co.runultra
foreverymom.com	com.foreverymom
circleofchristianwomen.com	com.circleofchristianwomen
andrewwolffmd.com	com.andrewwolffmd
backhomechiropractic.com	com.backhomechiropractic
docksci.com	com.docksci
michiganfootdoctors.com	com.michiganfootdoctors
ggstarhealth.com	com.ggstarhealth
londonbioidenticalhormones.com	com.londonbioidenticalhormones
parsamohebi.com	com.parsamohebi
soundwellmusictherapy.com	com.soundwellmusictherapy
spunkfitness.com	com.spunkfitness
junctionnaturopathicmedicine.com	com.junctionnaturopathicmedicine
beautyessential.net	net.beautyessential
mr-shortcut.com	com.mr-shortcut
hitraveltales.com	com.hitraveltales
anaccountofthemiddle.com	com.anaccountofthemiddle
healthunlocked.com	com.healthunlocked
ayurvedic-medicines.com	com.ayurvedic-medicines
goodhealthynews.com	com.goodhealthynews
departmentally.com	com.departmentally
syncproject.co	co.syncproject
thedermreport.com	com.thedermreport
petcheck.it	it.petcheck
communitymedical.org	org.communitymedical
bellevuetanning.com	com.bellevuetanning
healthrenewmd.com	com.healthrenewmd
indianenews.com	com.indianenews
herbalremediesinfo.com	com.herbalremediesinfo
thequint.com	com.thequint
mrrooter.com	com.mrrooter
footweardynamics.com	com.footweardynamics
blindaim.com	com.blindaim
ionpowerfulbracelets.com	com.ionpowerfulbracelets
onlinepharmacyprescription.md	md.onlinepharmacyprescription
fitnessviking.com	com.fitnessviking
huebner-baustoffe.de	de.huebner-baustoffe
naturaltherapypages.com.au	au.com.naturaltherapypages
practicalpainmanagement.com	com.practicalpainmanagement
roadtonutrition.com	com.roadtonutrition
wilmettedental.com	com.wilmettedental
growingbones.com.au	au.com.growingbones
babywisemom.com	com.babywisemom
vegansociety.com	com.vegansociety
benthamscience.com	com.benthamscience
meerawatts.com	com.meerawatts
kallony.com.ph	ph.com.kallony
chrismackey.com.au	au.com.chrismackey
pendleforesthistorygroup.co.uk	uk.co.pendleforesthistorygroup
israelpharm.com	com.israelpharm
laughingrx.net	net.laughingrx
horizonwomenshealth.net	net.horizonwomenshealth
sapphosbreathing.com	com.sapphosbreathing
austinfootandankle.com	com.austinfootandankle
healthydietadvisor.com	com.healthydietadvisor
painstopnorthphoenix.com	com.painstopnorthphoenix
kefirkenya.com	com.kefirkenya
ok-pharmacy.com	com.ok-pharmacy
yogabydonation.org	org.yogabydonation
modernpest.com	com.modernpest
knowingmama.com	com.knowingmama
curadellavitiligine.com	com.curadellavitiligine
copplechiropractic.com	com.copplechiropractic
centrum.com	com.centrum
topqualityexterminating.com	com.topqualityexterminating
hollywoodbeautysecrets.com	com.hollywoodbeautysecrets
onemo.info	info.onemo
chiroscottsdale.com	com.chiroscottsdale
diabetic.today	today.diabetic
procon.org	org.procon
springgardensrecovery.com	com.springgardensrecovery
casinoresortliving.com	com.casinoresortliving
cityfos.com	com.cityfos
qrz.com	com.qrz
bayroutilab.com	com.bayroutilab
diebuchsuche.com	com.diebuchsuche
kitchenprovisions.co.uk	uk.co.kitchenprovisions
mypharmacycloud.co.uk	uk.co.mypharmacycloud
growbabyhealth.com	com.growbabyhealth
roybalchiro.com	com.roybalchiro
ubc.ca	ca.ubc
sportnova.co.uk	uk.co.sportnova
myfairhopechiropractor.com	com.myfairhopechiropractor
endeavourwellness.com.au	au.com.endeavourwellness
soshairloss.com	com.soshairloss
healthnewsfocus.com	com.healthnewsfocus
holistichealthherbalist.com	com.holistichealthherbalist
medilam.ac.ir	ir.ac.medilam
soquelchiropractic.com	com.soquelchiropractic
streetnutritionrd.com	com.streetnutritionrd
thebearandbadger.co.uk	uk.co.thebearandbadger
myadran.info	info.myadran
grandmas-wisdom.com	com.grandmas-wisdom
getahealth.com	com.getahealth
chitosan-nopal.com	com.chitosan-nopal
timeforanawakening.com	com.timeforanawakening
indianbeautyforever.com	com.indianbeautyforever
indiaheartbeat.com	com.indiaheartbeat
stepoutside.org	org.stepoutside
bubbahood.com.au	au.com.bubbahood
bigvits.co.uk	uk.co.bigvits
soorganic.com	com.soorganic
sheclick.com	com.sheclick
fratellimuratori.gq	gq.fratellimuratori
sportsknee.com	com.sportsknee
eastlansingpodiatry.com	com.eastlansingpodiatry
nolasportsmedicine.com	com.nolasportsmedicine
articuleat.com	com.articuleat
naturalnutritionals.com	com.naturalnutritionals
kaysmedical.com	com.kaysmedical
vistasolmedicalgroup.com	com.vistasolmedicalgroup
battlediabetes.com	com.battlediabetes
naturallyhealthylife.co.uk	uk.co.naturallyhealthylife
kittywire.com	com.kittywire
ultimobyte.org	org.ultimobyte
rootlight.com	com.rootlight
aquafit.on.ca	ca.on.aquafit
parentingclick.com	com.parentingclick
arunavasinha.in	in.arunavasinha
sleeppassport.com	com.sleeppassport
weeklycitizen.com	com.weeklycitizen
thebasicbalance.com	com.thebasicbalance
gslorganics.org	org.gslorganics
wtrawleigh.com	com.wtrawleigh
fpim.org	org.fpim
roadshowadvertising.com	com.roadshowadvertising
healthmatters.cf	cf.healthmatters
delldrivertm.com	com.delldrivertm
rusapteka.de	de.rusapteka
seriefringe.com	com.seriefringe
pocayo.com	com.pocayo
bioresonanceclinic.co.nz	nz.co.bioresonanceclinic
newstrust.in	in.newstrust
brony.us	us.brony
dralexrinehart.com	com.dralexrinehart
wichita.edu	edu.wichita
naturalhealingguides.com	com.naturalhealingguides
wheatgrassandsprouts.com	com.wheatgrassandsprouts
amemorymade.com	com.amemorymade
ementalhealth.ca	ca.ementalhealth
fcic.org.au	au.org.fcic
healthysteps.com	com.healthysteps
healthy-aging-info.org	org.healthy-aging-info
unicacosmetics.com	com.unicacosmetics
winstonsalem.md	md.winstonsalem
mergemedicalcenter.com	com.mergemedicalcenter
holistic-wellness-basics.com	com.holistic-wellness-basics
fitnesshealthzone.com	com.fitnesshealthzone
mindpowernews.com	com.mindpowernews
drleonardcoldwell.com	com.drleonardcoldwell
medictips.com	com.medictips
foxkarthick.com	com.foxkarthick
naijtunes.com	com.naijtunes
dhcreationstation.com	com.dhcreationstation
idaho.gov	gov.idaho
pharmapaylan.com	com.pharmapaylan
tournamentsinpoker.com	com.tournamentsinpoker
drreddy.com	com.drreddy
keeb.uk	uk.keeb
nutrabio.com	com.nutrabio
buckheadent.com	com.buckheadent
easy-get-fit.com	com.easy-get-fit
no-script.net	net.no-script
corelifeblog.com	com.corelifeblog
stemcellgene.com	com.stemcellgene
nepral.com	com.nepral
infectiousdiseaseadvisor.com	com.infectiousdiseaseadvisor
alldaypills.com	com.alldaypills
stillmind.org	org.stillmind
appscjobsnotification.in	in.appscjobsnotification
howtocurediabetesnaturally.net	net.howtocurediabetesnaturally
thirdeyechemicals.com	com.thirdeyechemicals
societastoricacivitavecchiese.it	it.societastoricacivitavecchiese
rockfordpubliclibrary.org	org.rockfordpubliclibrary
beastieboutique.com	com.beastieboutique
hairandbeautybc.com	com.hairandbeautybc
lyndsayjohnson.com	com.lyndsayjohnson
noraapothecary.com	com.noraapothecary
wellnessproducts.ch	ch.wellnessproducts
healthkarma.co	co.healthkarma
iranbgames.com	com.iranbgames
hairloss-reversible.com	com.hairloss-reversible
muscleandfitness.com	com.muscleandfitness
bluenectar.co.in	in.co.bluenectar
niesade.com	com.niesade
activism.com	com.activism
ncj.nl	nl.ncj
epal.pk	pk.epal
boxartsds.com	com.boxartsds
homecareassistanceanchorage.com	com.homecareassistanceanchorage
wfoflou.com	com.wfoflou
mightymoms.club	club.mightymoms
peoriamagazines.com	com.peoriamagazines
mambino-organics.com.cn	cn.com.mambino-organics
mindfulmysticmama.com	com.mindfulmysticmama
duralytik.com	com.duralytik
cypttom.com	com.cypttom
crystalmarketresearch.com	com.crystalmarketresearch
fishertitus.org	org.fishertitus
nightowlnashville.com	com.nightowlnashville
muscle-4life-nutrition.com	com.muscle-4life-nutrition
skincareorg.com	com.skincareorg
listontap.com	com.listontap
fitnesshuddle.com	com.fitnesshuddle
babygizmo.com	com.babygizmo
synotrex.com	com.synotrex
nanorepro.com	com.nanorepro
parentguide.ca	ca.parentguide
courtneymedicalgroupaz.com	com.courtneymedicalgroupaz
abundanthealth2day.com	com.abundanthealth2day
galacticconnection.com	com.galacticconnection
longevitymedicalclinic.com	com.longevitymedicalclinic
xcrl.me	me.xcrl
intrepidwellbeing.com	com.intrepidwellbeing
psinergy.info	info.psinergy
steadyrun.com	com.steadyrun
ihr.com	com.ihr
howtoremovethat.com	com.howtoremovethat
traveldoctor.co.za	za.co.traveldoctor
laurellakesfootandankle.com	com.laurellakesfootandankle
thebloodsugardiet.com	com.thebloodsugardiet
myinlineskates.com	com.myinlineskates
lifeverchanging.com	com.lifeverchanging
drcrunch.co.uk	uk.co.drcrunch
drericeickhorst.com	com.drericeickhorst
advancedbackandneck.com	com.advancedbackandneck
patalposvilniuje.info	info.patalposvilniuje
healthfully.org	org.healthfully
shape180fitness.com	com.shape180fitness
nation.com	com.nation
detroithockey.net	net.detroithockey
elcarimresources.com	com.elcarimresources
icimap.com.mx	mx.com.icimap
bfreeorganics.com	com.bfreeorganics
allaboutalicia.com	com.allaboutalicia
myxenca.com	com.myxenca
taodewan.com	com.taodewan
zuleana.com	com.zuleana
lwrchiropractic.com	com.lwrchiropractic
chanellecozette.com	com.chanellecozette
oafifoundation.com	com.oafifoundation
caroljlarson.com	com.caroljlarson
sparshchildcare.com	com.sparshchildcare
type2assist.com	com.type2assist
activehomeremedies.com	com.activehomeremedies
mineravita.com	com.mineravita
motleyhealth.com	com.motleyhealth
beautyboutiquesofia.com	com.beautyboutiquesofia
tccpeds.com	com.tccpeds
sunnexbiotech.com	com.sunnexbiotech
liquidpurifier.com	com.liquidpurifier
mokanfingerprint.info	info.mokanfingerprint
idealfit.com	com.idealfit
creative-cooking-corner.com	com.creative-cooking-corner
corridorkeepers.org	org.corridorkeepers
dance90.it	it.dance90
urah.com.sg	sg.com.urah
bal3ah.co	co.bal3ah
thegoldengrahamgirl.com	com.thegoldengrahamgirl
getridofacnefastinformation.com	com.getridofacnefastinformation
maxsportsandfitness.com	com.maxsportsandfitness
terrymarotta.blog	blog.terrymarotta
drronakpatel.com	com.drronakpatel
advancedpodiatry.net	net.advancedpodiatry
kneepaininfo.com	com.kneepaininfo
vitaminplusnetwork.com	com.vitaminplusnetwork
icr.ac.uk	uk.ac.icr
lifeinabind.com	com.lifeinabind
richardadamsdpm.com	com.richardadamsdpm
healthydinner.info	info.healthydinner
iranmovie.tk	tk.iranmovie
liveactivesportmed.com	com.liveactivesportmed
ettorevulcano.com	com.ettorevulcano
noopapildai.lt	lt.noopapildai
uwm.edu.pl	pl.edu.uwm
theglobalcenterforspiritualawakening.com	com.theglobalcenterforspiritualawakening
frankyeomans.com	com.frankyeomans
weareuntrendy.com	com.weareuntrendy
akperisvill.ac.id	id.ac.akperisvill
reptileexpert.co.uk	uk.co.reptileexpert
rheumatologyadvisor.com	com.rheumatologyadvisor
indiavocal.com	com.indiavocal
oakley-vault.org	org.oakley-vault
slimmingpillpro.com	com.slimmingpillpro
traumamon.com	com.traumamon
wellbeing-support.com	com.wellbeing-support
nysinuscenter.com	com.nysinuscenter
medx.cc	cc.medx
kfo256.de	de.kfo256
kaiserslauternamerican.com	com.kaiserslauternamerican
westburyfootcare.com	com.westburyfootcare
thespiritoflivefood.com	com.thespiritoflivefood
teamhcgdiet.com	com.teamhcgdiet
armandoh.org	org.armandoh
swls.dk	dk.swls
mariahealthyoga.com	com.mariahealthyoga
drelaine.com	com.drelaine
health.govt.nz	nz.govt.health
cheapairjordan14.com	com.cheapairjordan14
yoga-glow-studio.com	com.yoga-glow-studio
generationnext.com.au	au.com.generationnext
onlinedoctor24hours.com	com.onlinedoctor24hours
bvitalinfusion.com	com.bvitalinfusion
tandurust.com	com.tandurust
ingredientssouthasia.com	com.ingredientssouthasia
drjakefratkin.com	com.drjakefratkin
orthomedico.com.au	au.com.orthomedico
themigraineinstitute.com	com.themigraineinstitute
watercures.org	org.watercures
articlesfactory.com	com.articlesfactory
opposingviews.com	com.opposingviews
tatianasadak.com	com.tatianasadak
agencetidene-expeditions.com	com.agencetidene-expeditions
citypages.com	com.citypages
ausfoodnews.com.au	au.com.ausfoodnews
honeyfurforher.com	com.honeyfurforher
nasindependenceday.com	com.nasindependenceday
ntfoot.com	com.ntfoot
mytwohats.com	com.mytwohats
wakeuptothesunriselight.com	com.wakeuptothesunriselight
acareotc.com	com.acareotc
naturalbodyskincare.com	com.naturalbodyskincare
sunlightenment.com	com.sunlightenment
duringpregnancy.info	info.duringpregnancy
tubecon.co.za	za.co.tubecon
beehabitat.com	com.beehabitat
polytechnique.edu	edu.polytechnique
ayurveddoctor.com	com.ayurveddoctor
healthpharm.co.uk	uk.co.healthpharm
drszimmermansandking.com	com.drszimmermansandking
smartfoodsolutions.org	org.smartfoodsolutions
catnapstore.com	com.catnapstore
mvfit.com.au	au.com.mvfit
migrainesreport.com	com.migrainesreport
listdose.co	co.listdose
thetakeout.com	com.thetakeout
naturalcosmeticsupplies.com	com.naturalcosmeticsupplies
childlife.co.nz	nz.co.childlife
wehavekids.com	com.wehavekids
weightlosster.com	com.weightlosster
mytastydish.com	com.mytastydish
primephysiquenutrition.com	com.primephysiquenutrition
drjeffreytucker.com	com.drjeffreytucker
vinevera.com	com.vinevera
xyupload.com	com.xyupload
treatingbpd.org	org.treatingbpd
ricegirls.com	com.ricegirls
airsocom.com	com.airsocom
mystic-sisterhood.com	com.mystic-sisterhood
mims.co.uk	uk.co.mims
nor-oil.hu	hu.nor-oil
landofholisticpets.ie	ie.landofholisticpets
euphoria-lifestyle.co.uk	uk.co.euphoria-lifestyle
reset.me	me.reset
askdeb.com	com.askdeb
mowerywomensclinic.com	com.mowerywomensclinic
sostituzione-serrature.com	com.sostituzione-serrature
bestcreamsforstretchmarks.com	com.bestcreamsforstretchmarks
betterbabies.com	com.betterbabies
whole-food-supplements-guide.com	com.whole-food-supplements-guide
womenplanet.in	in.womenplanet
waycraze.com	com.waycraze
crystalpm.com	com.crystalpm
koracat.com	com.koracat
campgroundautomation.com	com.campgroundautomation
r3i.org	org.r3i
healthywithjodi.com	com.healthywithjodi
myteampt.com	com.myteampt
dietoflife.com	com.dietoflife
ancientpurity.com	com.ancientpurity
trendsettersuk.com	com.trendsettersuk
blog.gov.uk	uk.gov.blog
moweaquacoop.com	com.moweaquacoop
parentinghealthybabies.com	com.parentinghealthybabies
deliceful.com	com.deliceful
remediesexchange.com	com.remediesexchange
lifestylesmakeover.com	com.lifestylesmakeover
deportes-marcos.es	es.deportes-marcos
nutreelab.pl	pl.nutreelab
bloglog.com	com.bloglog
huldaclarkzappers.com	com.huldaclarkzappers
seekandread.com	com.seekandread
wellthoughts.org	org.wellthoughts
theradome.com	com.theradome
nfbotanicals.com	com.nfbotanicals
fabnaturals.com	com.fabnaturals
superfoodsrx.com	com.superfoodsrx
lookingout4u.com	com.lookingout4u
kitchenhomeremedies.com	com.kitchenhomeremedies
northeastpodiatrygroup.com	com.northeastpodiatrygroup
fromnewtoicu.com	com.fromnewtoicu
schoolingamonkey.com	com.schoolingamonkey
worthingtonwellness.com	com.worthingtonwellness
plrplr.com	com.plrplr
oprecovery.com	com.oprecovery
therapyorganics.co.uk	uk.co.therapyorganics
discountgoldandsilvertrading.net	net.discountgoldandsilvertrading
gizmodo.com	com.gizmodo
sassyessential.com	com.sassyessential
beylerchiro.com	com.beylerchiro
sarahwestnutrition.co.uk	uk.co.sarahwestnutrition
drrubenseetharamdoo.com	com.drrubenseetharamdoo
medwonders.com	com.medwonders
houstonlungdocs.com	com.houstonlungdocs
unsw.edu.au	au.edu.unsw
wheyprotein.com	com.wheyprotein
montgomeryvillagevet.ca	ca.montgomeryvillagevet
familycourtchronicles.com	com.familycourtchronicles
aircastanklebrace.com	com.aircastanklebrace
cbpractice.com	com.cbpractice
cancertruth.org	org.cancertruth
buckyusa.com	com.buckyusa
ahealthdir.com	com.ahealthdir
donnacleary.net	net.donnacleary
watermeadowsurgery.co.uk	uk.co.watermeadowsurgery
vianegativa.us	us.vianegativa
geneticlifehacks.com	com.geneticlifehacks
sretso.com	com.sretso
fermented-foods.com	com.fermented-foods
gregmowendpm.com	com.gregmowendpm
newlovetimes.com	com.newlovetimes
aanhangershuren.nl	nl.aanhangershuren
migrainestop.co.uk	uk.co.migrainestop
ladypotions.com	com.ladypotions
infantfeedingmatters.com	com.infantfeedingmatters
thenewblackchick.com	com.thenewblackchick
salinapresbyterianmanor.org	org.salinapresbyterianmanor
prb.org	org.prb
instantlice.com	com.instantlice
healthwebsciencelab.org	org.healthwebsciencelab
drugfuture.com	com.drugfuture
drromanpawlak.com	com.drromanpawlak
aimukaimd.com	com.aimukaimd
tygyoga.com	com.tygyoga
lesleyjamesmd.com	com.lesleyjamesmd
westhighlandway.org	org.westhighlandway
ocfeet.com	com.ocfeet
famepharma.com	com.famepharma
graywolf.ca	ca.graywolf
topfitnesstutorials.com	com.topfitnesstutorials
transcendingsquare.com	com.transcendingsquare
poison.org	org.poison
kpubs.org	org.kpubs
zentrum-publishing.ca	ca.zentrum-publishing
haleandbelle.com	com.haleandbelle
ngokhulna.org	org.ngokhulna
orlandosentinel.com	com.orlandosentinel
babyprepared.com	com.babyprepared
somewhereovertheteapot.com	com.somewhereovertheteapot
kluky.in	in.kluky
ruixinxin.com	com.ruixinxin
jinny.com	com.jinny
cathyyoung.net	net.cathyyoung
phyteneo.cz	cz.phyteneo
ababy.com	com.ababy
centralparkpaws.net	net.centralparkpaws
